CATALOG	SCIENCE	OC_CONTRY	COL_DATE	INFO	LENGTH	A_LENGTH	WEIGHT	INCREMENT	CRNO	STATION	LATITUDE	LONGITUDE	
M01250	Eheteroloba	TaiwanStrait	2001/4/8	EH0104041	14.99	14.99	0.0110	16	752T	GI	025.14	121.21	
M01251	Eheteroloba	TaiwanStrait	2001/4/8	EH0104042	14.35	14.35	0.0072	14	752T	0AA	025.16	121.44	
M01252	Eheteroloba	I-LanBay	2000/4/30	EH0004001	8.35	8.35	0.0017	6	672T	C1	024.50	121.51	
M01253	Eheteroloba	I-LanBay	2000/4/30	EH0004002	9.20	9.20	0.0022	9	672T	C1	024.50	121.51	
M01254	Eheteroloba	I-LanBay	2000/4/30	EH0004003	8.05	8.05	0.0014	7	672T	C2	024.50	121.51	
M01255	Eheteroloba	I-LanBay	2000/4/30	EH0004004	11.10	11.10	0.0029	10	672T	C2	024.50	121.51	
M01256	Eheteroloba	NE	2000/4/30	EH0004005	14.82	14.82	0.0088	19	672T	021	025.22	121.58	
M01257	Eheteroloba	NE	2000/4/30	EH0004006	14.24	14.24	0.0047	11	672T	021	025.22	121.58	
M01258	Smelanostictus	TaiwanStrait	2000/8/5	SM0008001	14.50	14.50	0.0058	12	0591	25B	025.48	120.41	
M01259	Smelanostictus	TaiwanStrait	2000/8/7	SM0008002	13.87	13.87	0.0062	11	0591	18S	025.08	119.51	
M01260	Smelanostictus	TaiwanStrait	2000/8/7	SM0008003	12.29	12.29	0.0035	9	0591	18S	025.08	119.51	
M01261	Smelanostictus	TaiwanStrait	2000/8/7	SM0008004	13.08	13.08	0.0044	11	0591	18S	025.08	119.51	
M01262	Smelanostictus	TaiwanStrait	2000/8/7	SM0008005	11.34	11.34	0.0023	9	0591	18S	025.08	119.51	
M01263	Smelanostictus	TaiwanStrait	2000/8/7	SM0008006	14.30	14.30	0.0050	11	0591	18S	025.08	119.51	
M01264	Smelanostictus	TaiwanStrait	2000/8/7	SM0008007	13.89	13.89	0.0046	11	0591	18S	025.08	119.51	
M01265	Smelanostictus	TaiwanStrait	2000/8/7	SM0008008	13.60	13.60	0.0047	13	0591	18S	025.08	119.51	
M01266	Smelanostictus	TaiwanStrait	2000/8/7	SM0008009	14.57	14.57	0.0072	13	0591	18S	025.08	119.51	
M01267	Smelanostictus	TaiwanStrait	2000/8/7	SM0008010	13.32	13.32	0.0061	12	0591	18S	025.08	119.51	
M01268	Smelanostictus	TaiwanStrait	2000/8/7	SM0008011	15.17	15.17	0.0077	15	0591	18S	025.08	119.51	
M01269	Smelanostictus	TaiwanStrait	2000/8/7	SM0008012	13.53	13.53	0.0053	11	0591	18S	025.08	119.51	
M01270	Smelanostictus	TaiwanStrait	2000/8/7	SM0008013	13.64	13.64	0.0061	12	0591	18S	025.08	119.51	
M01271	Eheteroloba	TaiwanStrait	2000/8/4	EH0008001	9.40	9.40	0.0012	9	0591	DB	025.30	121.51	
M01272	Eheteroloba	TaiwanStrait	2000/8/4	EH0008002	11.90	11.90	0.0030	10	0591	DB	025.30	121.51	
M01273	Eheteroloba	TaiwanStrait	2000/8/4	EH0008003	8.70	8.70	0.0017	7	0591	DS	025.30	121.49	
M01274	Eheteroloba	TaiwanStrait	2000/8/4	EH0008004	11.40	11.40	0.0036	11	0591	DS	025.30	121.49	
M01275	Eheteroloba	TaiwanStrait	2000/8/4	EH0008005	13.10	13.10	0.0055	14	0591	DS	025.30	121.49	
M01276	Eheteroloba	TaiwanStrait	2000/8/4	EH0008006	9.40	9.40	0.0026	9	0591	DS	025.30	121.49	
M01277	Eheteroloba	TaiwanStrait	2000/8/4	EH0008007	10.20	10.20	0.0029	8	0591	29B	025.19	121.31	
M01278	Eheteroloba	TaiwanStrait	2000/8/4	EH0008008	14.70	14.70	0.0114	15	0591	29B	025.19	121.31	
M01279	Eheteroloba	TaiwanStrait	2000/8/4	EH0008009	11.50	11.50	0.0054	12	0591	29B	025.19	121.31	
M01280	Eheteroloba	TaiwanStrait	2000/8/4	EH0008010	14.60	14.60	0.0060	15	0591	29B	025.19	121.31	
M01281	Eheteroloba	TaiwanStrait	2000/8/4	EH0008011	17.00	17.00	0.0168	19	0591	29B	025.19	121.31	
M01282	Eheteroloba	TaiwanStrait	2000/8/4	EH0008012	16.05	16.05	0.0131	20	0591	29B	025.19	121.31	
M01283	Eheteroloba	TaiwanStrait	2000/8/4	EH0008013	17.15	17.15	0.0198	21	0591	29B	025.19	121.31	
M01284	Eheteroloba	TaiwanStrait	2000/8/4	EH0008014	6.79	6.79	0.0010	5	0591	29S	025.19	121.28	
M01285	Eheteroloba	TaiwanStrait	2000/8/4	EH0008015	9.80	9.80	0.0018	7	0591	29S	025.19	121.28	
M01286	Eheteroloba	TaiwanStrait	2000/8/4	EH0008016	11.60	11.60	0.0046	11	0591	29S	025.19	121.28	
M01287	Eheteroloba	TaiwanStrait	2000/8/4	EH0008017	13.15	13.15	0.0059	12	0591	29S	025.19	121.28	
M01288	Eheteroloba	TaiwanStrait	2000/8/4	EH0008018	13.03	13.03	0.0062	11	0591	29S	025.19	121.28	
M01289	Eheteroloba	TaiwanStrait	2000/8/4	EH0008019	7.72	7.72	0.0014	6	0591	29S	025.19	121.28	
M01290	Eheteroloba	TaiwanStrait	2000/8/4	EH0008020	9.56	9.56	0.0012	6	0591	29S	025.19	121.28	
M01291	Eheteroloba	TaiwanStrait	2000/8/4	EH0008021	10.84	10.84	0.0025	6	0591	29S	025.19	121.28	
M01292	Eheteroloba	TaiwanStrait	2000/8/4	EH0008022	11.14	11.14	0.0048	10	0591	29S	025.19	121.28	
M01293	Eheteroloba	TaiwanStrait	2000/8/4	EH0008023	14.52	14.52	0.0086	16	0591	29S	025.19	121.28	
M01294	Eheteroloba	TaiwanStrait	2000/8/4	EH0008024	16.91	16.91	0.0047	13	0591	29S	025.19	121.28	
M01295	Eheteroloba	TaiwanStrait	2000/8/4	EH0008025	12.31	12.31	0.0040	9	0591	29S	025.19	121.28	
M01296	Eheteroloba	TaiwanStrait	2000/8/4	EH0008026	9.66	9.66	0.0017	6	0591	29S	025.19	121.28	
M01297	Eheteroloba	TaiwanStrait	2000/8/4	EH0008027	15.29	15.29	0.0088	16	0591	29S	025.19	121.28	
M01298	Eheteroloba	TaiwanStrait	2000/8/4	EH0008028	12.14	12.14	0.0049	12	0591	29S	025.19	121.28	
M01299	Eheteroloba	TaiwanStrait	2000/8/4	EH0008029	9.38	9.38	0.0016	7	0591	29S	025.19	121.28	
M01300	Eheteroloba	TaiwanStrait	2000/8/4	EH0008030	9.02	9.02	0.0017	9	0591	29S	025.19	121.28	
M01301	Eheteroloba	TaiwanStrait	2000/8/4	EH0008031	10.02	10.02	0.0026	8	0591	29S	025.19	121.28	
M01302	Eheteroloba	TaiwanStrait	2000/8/4	EH0008032	8.53	8.53	0.0012	6	0591	29S	028.19	121.28	
M01303	Eheteroloba	TaiwanStrait	2000/8/4	EH0008033	11.27	11.27	0.0044	12	0591	29S	028.19	121.28	
M01304	Eheteroloba	TaiwanStrait	2000/8/5	EH0008034	11.76	11.76	0.0055	11	0591	27B	025.32	121.07	
M01305	Eheteroloba	TaiwanStrait	2000/8/5	EH0008035	12.62	12.62	0.0060	14	0591	27B	025.32	121.07	
M01306	Eheteroloba	TaiwanStrait	2000/8/5	EH0008036	13.16	13.16	0.0070	12	0591	27B	025.32	121.07	
M01307	Eheteroloba	TaiwanStrait	2000/8/5	EH0008037	13.69	13.69	0.0082	14	0591	27B	025.32	121.07	
M01308	Eheteroloba	TaiwanStrait	2000/8/5	EH0008038	7.21	7.21	0.0011	5	0591	27B	025.32	121.07	
M01309	Eheteroloba	TaiwanStrait	2000/8/5	EH0008039	10.84	10.84	0.0038	10	0591	27B	025.32	121.07	
M01310	Eheteroloba	TaiwanStrait	2000/8/5	EH0008040	10.68	10.68	0.0037	11	0591	27B	025.32	121.07	
M01311	Eheteroloba	TaiwanStrait	2000/8/5	EH0008041	13.49	13.49	0.0080	15	0591	27B	025.32	121.07	
M01312	Eheteroloba	TaiwanStrait	2000/8/5	EH0008042	10.74	10.74	0.0038	10	0591	27B	025.32	121.07	
M01313	Eheteroloba	TaiwanStrait	2000/8/5	EH0008043	10.11	10.11	0.0024	9	0591	27B	025.32	121.07	
M01314	Eheteroloba	TaiwanStrait	2000/8/5	EH0008044	11.64	11.64	0.0045	12	0591	27B	025.32	121.07	
M01315	Eheteroloba	TaiwanStrait	2000/8/5	EH0008045	10.44	10.44	0.0029	9	0591	27B	025.32	121.07	
M01316	Eheteroloba	TaiwanStrait	2000/8/5	EH0008046	12.64	12.64	0.0056	13	0591	27B	025.32	121.07	
M01317	Eheteroloba	TaiwanStrait	2000/8/5	EH0008047	14.06	14.06	0.0090	16	0591	27B	025.32	121.07	
M01318	Eheteroloba	TaiwanStrait	2000/8/5	EH0008048	9.09	9.09	0.0015	6	0591	27B	025.32	121.07	
M01319	Eheteroloba	TaiwanStrait	2000/8/5	EH0008049	10.57	10.57	0.0024	8	0591	27B	025.32	121.07	
M01320	Eheteroloba	TaiwanStrait	2000/8/5	EH0008050	10.01	10.01	0.0023	6	0591	27B	025.32	121.07	
M01321	Eheteroloba	TaiwanStrait	2000/8/5	EH0008051	14.93	14.93	0.0066	15	0591	27B	025.32	121.07	
M01322	Eheteroloba	TaiwanStrait	2000/8/5	EH0008052	14.19	14.19	0.0056	14	0591	27B	025.32	121.07	
M01323	Eheteroloba	TaiwanStrait	2000/8/5	EH0008053	9.79	9.79	0.0033	8	0591	27B	025.32	121.07	
M01324	Eheteroloba	TaiwanStrait	2000/8/5	EH0008054	12.75	12.75	0.0057	12	0591	27B	025.32	121.07	
M01325	Eheteroloba	TaiwanStrait	2000/8/5	EH0008055	7.73	7.73	0.0013	5	0591	27B	025.32	121.07	
M01326	Eheteroloba	TaiwanStrait	2000/8/5	EH0008056	8.73	8.73	0.0019	7	0591	27B	025.32	121.07	
M01327	Eheteroloba	TaiwanStrait	2000/8/5	EH0008057	10.23	10.23	0.0025	8	0591	27B	025.32	121.07	
M01328	Eheteroloba	TaiwanStrait	2000/8/5	EH0008058	11.16	11.16	0.0047	12	0591	27B	025.32	121.07	
M01329	Eheteroloba	TaiwanStrait	2000/8/5	EH0008059	10.00	10.00	0.0025	7	0591	27S	025.32	121.06	
M01330	Eheteroloba	TaiwanStrait	2000/8/5	EH0008060	8.60	8.60	0.0015	6	0591	27S	025.32	121.06	
M01331	Eheteroloba	TaiwanStrait	2000/8/5	EH0008061	10.44	10.44	0.0040	7	0591	27S	025.32	121.06	
M01332	Eheteroloba	TaiwanStrait	2000/8/5	EH0008062	12.79	12.79	0.0067	12	0591	27S	025.32	121.06	
M01333	Eheteroloba	TaiwanStrait	2000/8/5	EH0008063	10.02	10.02	0.0025	9	0591	27S	025.32	121.06	
M01334	Eheteroloba	TaiwanStrait	2000/8/5	EH0008064	12.33	12.33	0.0049	11	0591	27S	025.32	121.06	
M01335	Eheteroloba	TaiwanStrait	2000/8/5	EH0008065	10.74	10.74	0.0038	11	0591	27S	025.32	121.06	
M01336	Eheteroloba	TaiwanStrait	2000/8/5	EH0008066	11.70	11.70	0.0050	11	0591	27S	025.32	121.06	
M01337	Eheteroloba	TaiwanStrait	2000/8/5	EH0008067	12.12	12.12	0.0055	14	0591	27S	025.32	121.06	
M01338	Eheteroloba	TaiwanStrait	2000/8/5	EH0008068	9.58	9.58	0.0031	7	0591	27S	025.32	121.06	
M01339	Eheteroloba	TaiwanStrait	2000/8/5	EH0008069	9.80	9.80	0.0027	7	0591	27S	025.32	121.06	
M01340	Eheteroloba	TaiwanStrait	2000/8/5	EH0008070	10.34	10.34	0.0035	10	0591	27S	025.32	121.06	
M01341	Eheteroloba	TaiwanStrait	2000/8/5	EH0008071	8.10	8.10	0.0012	6	0591	27S	025.32	121.06	
M01342	Eheteroloba	TaiwanStrait	2000/8/5	EH0008072	10.80	10.80	0.0040	10	0591	27S	025.32	121.06	
M01343	Eheteroloba	TaiwanStrait	2000/8/5	EH0008073	11.67	11.67	0.0058	10	0591	27S	025.32	121.06	
M01344	Eheteroloba	TaiwanStrait	2000/8/5	EH0008074	9.80	9.80	0.0021	8	0591	27S	025.32	121.06	
M01345	Eheteroloba	TaiwanStrait	2000/8/5	EH0008075	9.08	9.08	0.0015	5	0591	27S	025.32	121.06	
M01346	Eheteroloba	TaiwanStrait	2000/8/5	EH0008076	8.98	8.98	0.0023	5	0591	27S	025.32	121.06	
M01347	Eheteroloba	TaiwanStrait	2000/8/5	EH0008077	9.95	9.95	0.0029	10	0591	27S	025.32	121.06	
M01348	Eheteroloba	TaiwanStrait	2000/8/5	EH0008078	11.14	11.14	0.0048	12	0591	27S	025.32	121.06	
M01349	Eheteroloba	TaiwanStrait	2000/8/5	EH0008079	10.45	10.45	0.0036	8	0591	27S	025.32	121.06	
M01350	Eheteroloba	TaiwanStrait	2000/8/5	EH0008080	10.77	10.77	0.0039	10	0591	27S	025.32	121.06	
M01351	Eheteroloba	TaiwanStrait	2000/8/5	EH0008081	9.98	9.98	0.0029	7	0591	27S	025.32	121.06	
M01352	Eheteroloba	TaiwanStrait	2000/8/5	EH0008082	11.21	11.21	0.0042	11	0591	27S	025.32	121.06	
M01353	Eheteroloba	TaiwanStrait	2000/8/5	EH0008083	8.90	8.90	0.0020	8	0591	27S	025.32	121.06	
M01354	Eheteroloba	TaiwanStrait	2000/8/5	EH0008084	9.78	9.78	0.0029	7	0591	27S	025.32	121.06	
M01355	Eheteroloba	TaiwanStrait	2000/8/5	EH0008085	11.50	11.50	0.0058	12	0591	27S	025.32	121.06	
M01356	Eheteroloba	TaiwanStrait	2000/8/5	EH0008086	11.83	11.83	0.0055	11	0591	27S	025.32	121.06	
M01357	Eheteroloba	TaiwanStrait	2000/8/5	EH0008087	8.64	8.64	0.0015	6	0591	27S	025.32	121.06	
M01358	Eheteroloba	TaiwanStrait	2000/8/5	EH0008088	9.93	9.93	0.0040	7	0591	27S	025.32	121.06	
M01359	Eheteroloba	TaiwanStrait	2000/8/5	EH0008089	6.99	6.99	0.0010	3	0591	27S	025.32	121.06	
M01360	Eheteroloba	TaiwanStrait	2000/8/5	EH0008090	14.62	14.62	0.0090	14	0591	27S	025.32	121.06	
M01361	Eheteroloba	TaiwanStrait	2000/8/5	EH0008091	12.19	12.19	0.0044	11	0591	27S	025.32	121.06	
M01362	Eheteroloba	TaiwanStrait	2000/8/6	EH0008092	9.12	9.12	0.0016	8	0591	19B	025.17	120.13	
M01363	Eheteroloba	TaiwanStrait	2000/8/6	EH0008093	11.37	11.37	0.0035	10	0591	19B	025.17	120.13	
M01364	Eheteroloba	TaiwanStrait	2000/8/6	EH0008094	13.38	13.38	0.0052	11	0591	19B	025.17	120.13	
M01365	Eheteroloba	TaiwanStrait	2000/8/6	EH0008095	11.20	11.20	0.0038	10	0591	19B	025.17	120.13	
M01366	Eheteroloba	TaiwanStrait	2000/8/6	EH0008096	13.35	13.35	0.0062	11	0591	19B	025.17	120.13	
M01367	Eheteroloba	TaiwanStrait	2000/8/6	EH0008097	9.38	9.38	0.0018	5	0591	19B	025.17	120.13	
M01368	Eheteroloba	TaiwanStrait	2000/8/6	EH0008098	9.13	9.13	0.0015	6	0591	19B	025.17	120.13	
M01369	Eheteroloba	TaiwanStrait	2000/8/6	EH0008099	10.94	10.94	0.0012	7	0591	19S	025.17	120.15	
M01370	Eheteroloba	TaiwanStrait	2000/8/6	EH0008100	9.20	9.20	0.0015	4	0591	19S	025.17	120.15	
M01371	Eheteroloba	TaiwanStrait	2000/8/6	EH0008101	10.86	10.86	0.0022	7	0591	19S	025.17	120.15	
M01372	Eheteroloba	TaiwanStrait	2000/8/6	EH0008102	9.80	9.80	0.0011	6	0591	19S	025.17	120.15	
M01373	Eheteroloba	TaiwanStrait	2000/8/6	EH0008103	10.10	10.10	0.0020	8	0591	19S	025.17	120.15	
M01374	Eheteroloba	TaiwanStrait	2000/8/6	EH0008104	9.99	9.99	0.0023	7	0591	19S	025.17	120.15	
M01375	Eheteroloba	TaiwanStrait	2000/8/6	EH0008105	10.76	10.76	0.0020	8	0591	19S	025.17	120.15	
M01376	Eheteroloba	TaiwanStrait	2000/8/6	EH0008106	12.17	12.17	0.0034	9	0591	19S	025.17	120.15	
M01377	Eheteroloba	TaiwanStrait	2000/8/6	EH0008107	16.42	16.42	0.0146	18	0591	19S	025.17	120.15	
M01378	Eheteroloba	TaiwanStrait	2000/8/6	EH0008108	15.36	15.36	0.0130	16	0591	19S	025.17	120.15	
M01379	Eheteroloba	TaiwanStrait	2000/8/6	EH0008109	11.43	11.43	0.0038	9	0591	FB	025.00	120.16	
M01380	Eheteroloba	TaiwanStrait	2000/8/6	EH0008110	11.88	11.88	0.0039	10	0591	FB	025.00	120.16	
M01381	Eheteroloba	TaiwanStrait	2000/8/6	EH0008111	8.69	8.69	0.0013	6	0591	FS	025.01	120.16	
M01382	Eheteroloba	TaiwanStrait	2000/8/6	EH0008112	8.42	8.42	0.0012	7	0591	FS	025.01	120.16	
M01383	Eheteroloba	TaiwanStrait	2000/8/6	EH0008113	8.76	8.76	0.0015	5	0591	FS	025.01	120.16	
M01384	Eheteroloba	TaiwanStrait	2000/8/6	EH0008114	8.06	8.06	0.0014	4	0591	FS	025.01	120.16	
M01385	Eheteroloba	TaiwanStrait	2000/8/6	EH0008115	10.21	10.21	0.0024	9	0591	FS	025.01	120.16	
M01386	Eheteroloba	TaiwanStrait	2000/8/6	EH0008116	8.78	8.78	0.0015	6	0591	FS	025.01	120.16	
M01387	Eheteroloba	TaiwanStrait	2000/8/6	EH0008117	9.64	9.64	0.0018	7	0591	FS	025.01	120.16	
M01388	Eheteroloba	TaiwanStrait	2000/8/6	EH0008118	12.34	12.34	0.0041	10	0591	FS	025.01	120.16	
M01389	Eheteroloba	TaiwanStrait	2000/8/6	EH0008119	11.36	11.36	0.0035	10	0591	FS	025.01	120.16	
M01390	Eheteroloba	TaiwanStrait	2000/8/6	EH0008120	12.99	12.99	0.0073	13	0591	FS	025.01	120.16	
M01391	Eheteroloba	TaiwanStrait	2000/8/6	EH0008121	12.77	12.77	0.0050	11	0591	FS	025.01	120.16	
M01392	Eheteroloba	TaiwanStrait	2000/8/7	EH0008122	10.07	10.07	0.0026	10	0591	18B	025.08	119.52	
M01393	Eheteroloba	TaiwanStrait	2000/8/7	EH0008123	11.32	11.32	0.0040	11	0591	18B	025.08	119.52	
M01394	Eheteroloba	TaiwanStrait	2000/8/7	EH0008124	9.26	9.26	0.0020	9	0591	18B	025.08	119.52	
M01395	Eheteroloba	TaiwanStrait	2000/8/7	EH0008125	15.70	15.70	0.0096	15	0591	18B	025.08	119.52	
M01396	Eheteroloba	TaiwanStrait	2000/8/7	EH0008126	15.24	15.24	0.0127	17	0591	18B	025.08	119.52	
M01397	Eheteroloba	TaiwanStrait	2000/8/7	EH0008127	17.24	17.24	0.0117	18	0591	18B	025.08	119.52	
M01398	Eheteroloba	TaiwanStrait	2000/8/7	EH0008128	8.98	8.98	0.0024	10	0591	18S	025.08	119.51	
M01399	Eheteroloba	TaiwanStrait	2000/8/7	EH0008129	9.55	9.55	0.0019	8	0591	18S	025.08	119.51	
M01400	Eheteroloba	TaiwanStrait	2000/8/7	EH0008130	8.45	8.45	0.0015	7	0591	18S	025.08	119.51	
M01401	Eheteroloba	TaiwanStrait	2000/8/7	EH0008131	8.81	8.81	0.0014	8	0591	18S	025.08	119.51	
M01402	Eheteroloba	TaiwanStrait	2000/8/7	EH0008132	9.55	9.55	0.0027	10	0591	18S	025.08	119.51	
M01403	Eheteroloba	TaiwanStrait	2000/8/7	EH0008133	15.54	15.54	0.0095	15	0591	18S	025.08	119.51	
M01404	Eheteroloba	TaiwanStrait	2000/8/7	EH0008134	9.75	9.75	0.0023	10	0591	18S	025.08	119.51	
M01405	Eheteroloba	TaiwanStrait	2000/8/7	EH0008135	13.22	13.22	0.0056	12	0591	18S	025.08	119.51	
M01406	Eheteroloba	TaiwanStrait	2000/8/7	EH0008136	8.75	8.75	0.0019	10	0591	18S	025.08	119.51	
M01407	Eheteroloba	TaiwanStrait	2000/8/7	EH0008137	15.69	15.69	0.0074	15	0591	18S	025.08	119.51	
M01408	Eheteroloba	TaiwanStrait	2000/8/7	EH0008138	9.57	9.57	0.0025	10	0591	18S	025.08	119.51	
M01409	Eheteroloba	TaiwanStrait	2000/8/7	EH0008139	8.92	8.92	0.0025	10	0591	18S	025.08	119.51	
M01410	Eheteroloba	TaiwanStrait	2000/8/7	EH0008140	10.01	10.01	0.0024	10	0591	18S	025.08	119.51	
M01411	Eheteroloba	TaiwanStrait	2000/8/7	EH0008141	9.09	9.09	0.0020	9	0591	18S	025.08	119.51	
M01412	Eheteroloba	TaiwanStrait	2000/8/7	EH0008142	9.67	9.67	0.0020	9	0591	18S	025.08	119.51	
M01413	Eheteroloba	TaiwanStrait	2000/8/7	EH0008143	9.38	9.38	0.0019	9	0591	18S	025.08	119.51	
M01414	Eheteroloba	TaiwanStrait	2000/8/7	EH0008144	14.12	14.12	0.0060	15	0591	18S	025.08	119.51	
M01415	Eheteroloba	TaiwanStrait	2000/8/7	EH0008145	14.48	14.48	0.0067	13	0591	18S	025.08	119.51	
M01416	Eheteroloba	TaiwanStrait	2000/8/7	EH0008146	14.06	14.06	0.0069	14	0591	18S	025.08	119.51	
M01417	Eheteroloba	TaiwanStrait	2000/8/7	EH0008147	17.47	17.47	0.0127	18	0591	18S	025.08	119.51	
M01418	Eheteroloba	TaiwanStrait	2000/8/7	EH0008148	8.56	8.56	0.0014	6	0591	18S	025.08	119.51	
M01419	Eheteroloba	TaiwanStrait	2000/8/7	EH0008149	8.89	8.89	0.0022	8	0591	18S	025.08	119.51	
M01420	Eheteroloba	TaiwanStrait	2000/8/7	EH0008150	17.77	17.77	0.0161	18	0591	18S	025.08	119.51	
M01421	Eheteroloba	TaiwanStrait	2000/8/7	EH0008151	14.14	14.14	0.0077	13	0591	18S	025.08	119.51	
M01422	Eheteroloba	TaiwanStrait	2000/8/7	EH0008152	17.83	17.83	0.0132	17	0591	18S	025.08	119.51	
M01423	Eheteroloba	TaiwanStrait	2000/8/7	EH0008153	15.03	15.03	0.0108	15	0591	18S	025.08	119.51	
M01424	Eheteroloba	TaiwanStrait	2000/8/7	EH0008154	10.30	10.30	0.0034	10	0591	18S	025.08	119.51	
M01425	Eheteroloba	TaiwanStrait	2000/8/7	EH0008155	10.63	10.63	0.0034	11	0591	18S	025.08	119.51	
M01426	Eheteroloba	TaiwanStrait	2000/8/7	EH0008156	15.80	15.80	0.0114	16	0591	18S	025.08	119.51	
M01427	Eheteroloba	TaiwanStrait	2000/8/7	EH0008157	15.73	15.73	0.0125	17	0591	18S	025.08	119.51	
M01428	Eheteroloba	TaiwanStrait	2000/8/7	EH0008158	9.19	9.19	0.0027	9	0591	12B	025.55	119.20	
M01429	Eheteroloba	TaiwanStrait	2000/8/7	EH0008159	8.94	8.94	0.0014	9	0591	12B	025.55	119.20	
M01430	Eheteroloba	TaiwanStrait	2000/8/7	EH0008160	11.59	11.59	0.0046	12	0591	12B	025.55	119.20	
M01431	Eheteroloba	TaiwanStrait	2002/4/23	EH0204001	17.30	17.30	0.0098	18	845T	G	025.10	121.20	
M01432	Eheteroloba	TaiwanStrait	2002/4/22	EH0204002	13.22	13.22	0.0038	8	845T	A	025.10	122.00	
M01433	Eheteroloba	TaiwanStrait	2002/4/22	EH0204003	15.77	15.77	0.0066	11	845T	A	025.10	122.00	
M01434	Eheteroloba	TaiwanStrait	2002/4/22	EH0204004	17.86	17.86	0.0112	15	845T	A	025.10	122.00	
M01435	Eheteroloba	TaiwanStrait	2002/4/22	EH0204005	17.75	17.75	0.0143	15	845T	A	025.10	122.00	
M01436	Eheteroloba	TaiwanStrait	2002/4/23	EH0204006	9.32	9.32	0.0017	5	845T	023	026.02	120.16	
M01437	Eheteroloba	TaiwanStrait	2002/4/23	EH0204007	9.36	9.36	0.0011	6	845T	023	026.02	120.16	
M01438	Eheteroloba	TaiwanStrait	2002/4/23	EH0204008	8.10	8.10	0.0009	4	845T	023	026.02	120.16	
M01439	Eheteroloba	TaiwanStrait	2002/4/23	EH0204009	13.36	13.36	0.0038	10	845T	023	026.02	120.16	
M01440	Eheteroloba	TaiwanStrait	2002/4/23	EH0204010	8.67	8.67	0.0013	6	845T	023	026.02	120.16	
M01441	Eheteroloba	TaiwanStrait	2002/4/23	EH0204011	15.80	15.80	0.0098	13	845T	023	026.02	120.16	
M01442	Eheteroloba	TaiwanStrait	2002/4/23	EH0204012	12.96	12.96	0.0036	9	845T	022	026.10	120.03	
M01443	Eheteroloba	TaiwanStrait	2002/4/23	EH0204013	13.13	13.13	0.0041	9	845T	022	026.10	120.03	
M01444	Eheteroloba	TaiwanStrait	2002/4/23	EH0204014	10.85	10.85	0.0021	7	845T	022	026.10	120.03	
M01445	Eheteroloba	TaiwanStrait	2002/4/23	EH0204015	11.31	11.31	0.0035	8	845T	022	026.10	120.03	
M01446	Eheteroloba	TaiwanStrait	2002/4/23	EH0204016	12.40	12.40	0.0032	10	845T	022	026.10	120.03	
M01447	Eheteroloba	TaiwanStrait	2002/4/23	EH0204017	10.79	10.79	0.0026	8	845T	022	026.10	120.03	
M01448	Eheteroloba	TaiwanStrait	2002/4/23	EH0204018	11.39	11.39	0.0028	7	845T	022	026.10	120.03	
M01449	Eheteroloba	TaiwanStrait	2002/4/23	EH0204019	14.94	14.94	0.0062	10	845T	022	026.10	120.03	
M01450	Eheteroloba	TaiwanStrait	2002/4/23	EH0204020	17.11	17.11	0.0129	15	845T	022	026.10	120.03	
M01451	Eheteroloba	TaiwanStrait	2002/4/23	EH0204021	10.28	10.28	0.0018	7	845T	022	026.10	120.03	
M01452	Eheteroloba	TaiwanStrait	2002/4/23	EH0204022	9.91	9.91	0.0022	7	845T	022	026.10	120.03	
M01453	Eheteroloba	TaiwanStrait	2002/4/23	EH0204023	10.41	10.41	0.0025	8	845T	022	026.10	120.03	
M01454	Eheteroloba	TaiwanStrait	2002/4/23	EH0204024	12.78	12.78	0.0064	10	845T	022	026.10	120.03	
M01455	Eheteroloba	TaiwanStrait	2002/4/23	EH0204025	13.06	13.06	0.0040	9	845T	022	026.10	120.03	
M01456	Eheteroloba	TaiwanStrait	2002/4/23	EH0204026	12.78	12.78	0.0045	10	845T	022	026.10	120.03	
M01457	Eheteroloba	TaiwanStrait	2002/4/23	EH0204027	12.27	12.27	0.0036	9	845T	022	026.10	120.03	
M01458	Eheteroloba	TaiwanStrait	2002/4/23	EH0204028	12.59	12.59	0.0032	9	845T	022	026.10	120.03	
M01459	Eheteroloba	TaiwanStrait	2002/4/23	EH0204029	11.05	11.05	0.0024	9	845T	022	026.10	120.03	
M01460	Eheteroloba	TaiwanStrait	2002/4/23	EH0204030	11.83	11.83	0.0028	8	845T	022	026.10	120.03	
M01461	Eheteroloba	TaiwanStrait	2002/4/23	EH0204031	12.22	12.22	0.0036	8	845T	022	026.10	120.03	
M01462	Eheteroloba	TaiwanStrait	2002/4/23	EH0204032	13.71	13.71	0.0034	10	845T	022	026.10	120.03	
M01463	Eheteroloba	TaiwanStrait	2002/4/23	EH0204033	10.61	10.61	0.0019	6	845T	022	026.10	120.03	
M01464	Eheteroloba	TaiwanStrait	2002/4/23	EH0204034	10.48	10.48	0.0024	9	845T	022	026.10	120.03	
M01465	Eheteroloba	TaiwanStrait	2002/4/23	EH0204035	10.48	10.48	0.0013	6	845T	022	026.10	120.03	
M01466	Eheteroloba	TaiwanStrait	2002/4/23	EH0204036	10.36	10.36	0.0024	6	845T	022	026.10	120.03	
M01467	Eheteroloba	TaiwanStrait	2002/4/23	EH0204037	12.29	12.29	0.0034	8	845T	022	026.10	120.03	
